"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6"
"-*sia_971_2";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*david_yalus";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*odess2a";0;0;0;0;0;0
"-*moussdjibril";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*marie_des_montagnes_";-23,794;-1,411;2,865;2,144;-1,799;6,726
"-*malikeastwood";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*mohametane";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*reda_benh";-0,309;-0,013;-0,101;3,556;-0,017;-0,733
"-*_son_excellence__a01";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*batalhafdb";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*yenoo_tech";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*_630687260";-0,309;-0,013;-0,101;3,556;-0,017;-0,733
"-*loyalman92i_officiel";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*locust_wave";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*gordonmartin513";0;0;0;0;0;0
"-*desoxyribo_nucleic92";6,464;-0,026;-0,202;-0,562;-0,033;-1,467
"-*jonyvacaciones";-0,309;-0,013;-0,101;-0,281;60,131;-0,733
"-*ced_from_ailleurs";0;0;0;0;0;0
"-*patfad59";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*chevalierdidier14";-0,619;-0,026;-0,202;-0,562;-0,033;2,727
"-*philoup2000";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*skazoulis";-0,309;-0,013;-0,101;3,556;-0,017;-0,733
"-*3pommes_du_gros_saule";-0,619;-0,026;-0,202;-0,562;-0,033;2,727
"-*helrunar66";0;0;0;0;0;0
"-*aubrydaniel8";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*bruno_conem";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*djemssmalouda";0;0;0;0;0;0
"-*yaya_____777";-0,309;-0,013;9,884;-0,281;-0,017;-0,733
"-*ranger6246";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*m_its_me";0;0;0;0;0;0
"-*ste_mor_5203";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*naza_naz1990";9,696;-0,039;-0,304;-0,844;-0,05;-2,2
"-*jeanrulensditrosier";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"*a_0962";-1,431;-0,319;-6,28;0,491;-0,02;4,293
"*postComments_196";-1,431;-0,319;-6,28;0,491;-0,02;4,293
"*postReposts_88";-109,127;-6,354;-44,539;-8,455;-4,576;270,432
"*postDate_5-11-2025";-183,624;-11,055;-8,046;465,667;-11,612;-9,829
"-*crosscountry1020";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*izanaod_";-0,309;-0,013;-0,101;3,556;-0,017;-0,733
"-*steevlemercier";-1,03;-0,131;-1,012;-0,834;4,348;3,142
"-*emece2702";-0,309;-0,013;-0,101;3,556;-0,017;-0,733
"-*ninadonald526";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*lluisa_ros";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*nouhadfathistanaccount";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*naatnyc";0,771;-0,026;-0,202;0,919;-0,033;-1,467
"-*sfloutta";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*bruna_bartolomei";-0,928;-0,039;-0,304;3,502;-0,05;-0,099
"-*viviane_urio";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*chems9024";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*p_pandora_dora";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*sandrine_pelletier";-0,309;-0,013;-0,101;3,556;-0,017;-0,733
"-*dufblondeau_k";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*armando_avo";-0,309;76,631;-0,101;-0,281;-0,017;-0,733
"-*jacgriv";-0,782;-0,117;-0,911;0;5,022;0,647
"-*sam__zyn";-0,309;-0,013;-0,101;3,556;-0,017;-0,733
"-*cheistianehennin";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*tanyruy";-6,499;-0,274;28,54;-0,103;-0,349;-0,153
"-*choupete_";-0,619;-0,026;-0,202;0,919;-0,033;0,048
"-*hwitaa_25";-3,404;-0,144;4,313;3,548;-0,183;-1,019
"-*___dana________________";-0,619;-0,026;-0,202;-0,562;-0,033;2,727
"-*stephane_rausis";-0,309;-0,013;-0,101;3,556;-0,017;-0,733
"-*rorobongo";0;0;0;0;0;0
"-*giseladavel";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*odile_lerasle";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*willoft";-2,166;-0,091;32,504;0,179;-0,116;-5,134
"-*jessy_di81";-0,928;-0,039;2,096;-0,844;-0,05;0,729
"-*pimprenelle46";-0,619;-0,026;-0,202;-0,562;-0,033;2,727
"-*michelhenri48";-0,656;-0,379;0,047;-0,027;0,592;0,423
"-*paticorepond";0,157;-0,039;-0,304;0,227;-0,05;-0,099
"-*chenevya";-0,619;-0,026;-0,202;0,919;-0,033;0,048
"-*vivian_olmi";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*unclethibs";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*tahsinimostafa";-0,309;-0,013;-0,101;3,556;-0,017;-0,733
"-*la_louve_discrete_";-0,928;-0,039;-0,304;3,502;-0,05;-0,099
"-*g4prez_";0;0;0;0;0;0
"-*dominique_fiorini";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*the_classical_interiors";-0,309;-0,013;9,884;-0,281;-0,017;-0,733
"-*mariaemilia_gonz";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*denise___deni";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*tantoi744";-0,619;-0,026;-0,202;-0,562;-0,033;2,727
"-*cynthiarmonnerat";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*tatacici666";-3,259;-0,235;-0,285;26,56;-0,299;-4,85
"-*roxiphilo";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*jacques_plx";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*loulousenalada";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*jeaniebugnon";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*javavite";-0,928;-0,039;-0,304;-0,844;-0,05;4,091
"-*le_vioss";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*vincent_sammartino";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*evangelinaclassen";-0,309;-0,013;-0,101;3,556;-0,017;-0,733
"-*ad_tarablabla";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*jimenamonroy";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*calllllooo";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*gongorilla74";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*anneballif";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*valeriebron";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"*a_0963";46,816;-0,222;-1,72;-4,782;-0,283;-9,244
"*postLikes_4500";-8,722;-0,858;-0,371;52,79;-1,675;-7,011
"*postReposts_66";14,167;-0,575;-2,523;0,016;-0,732;-4,078
"*postDate_6-11-2025";-81,024;-9,563;154,526;26,039;-4,086;-6,648
"-*chris_gioria";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*turinj";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*christophe_reymond_754";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*hofmannthierry";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*pic_tureagram";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*ach1lle_";-0,161;-0,078;-0,607;-0,098;-0,1;1,459
"-*staub_richard";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*liline_crottaz192";0,771;-0,026;-0,202;-0,562;-0,033;0,048
"-*thomas_scouser";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*rob_keller_";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"*a_0964";3,079;-0,039;-0,304;-0,844;-0,05;-0,099
"*postLikes_857";3,079;-0,039;-0,304;-0,844;-0,05;-0,099
"*postDate_7-11-2025";-112,968;-9,523;-1,188;9,037;-5,315;73,172
"*a_0965";3,846;9,043;-4,154;-1,515;0,019;-0,034
"*postLikes_34700";3,846;9,043;-4,154;-1,515;0,019;-0,034
"*postComments_247";-3,982;2,104;134,454;-13,239;-1,231;-4,25
"*postReposts_801";3,846;9,043;-4,154;-1,515;0,019;-0,034
"*postDate_9-11-2025";-7,172;1,315;-0,042;6,08;-0,695;0,095
"*commentLikes_953";-0,309;-0,013;-0,101;3,556;-0,017;-0,733
"-*evangodreuil";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"*commentLikes_460";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*roberto__carrillo";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*anthonybreakdown";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*diane___3";6,464;-0,026;-0,202;-0,562;-0,033;-1,467
"*commentDate_6-3-2026";-2,785;-0,117;0,04;2,659;-0,15;0,017
"-*xxtommmyx";-0,309;-0,013;9,884;-0,281;-0,017;-0,733
"-*player58392";-0,309;-0,013;-0,101;3,556;-0,017;-0,733
"-*keviner07";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*htma__ght";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*glaireobscure";0,771;-0,026;-0,202;-0,562;-0,033;0,048
"-*julienpnn_";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*marcomk1";-0,619;-0,026;-0,202;-0,562;-0,033;2,727
"-*olipee1971";0,157;-0,039;-0,304;0,227;-0,05;-0,099
"-*spadarofabrice";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*asim_hdn";-0,309;-0,013;-0,101;3,556;-0,017;-0,733
"-*pompaehon";0,771;-0,026;-0,202;-0,562;-0,033;0,048
"-*onnsuserinsta";0;0;0;0;0;0
"-*aubehivernale";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*brut_willis_aka_boiler_roux";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*coldisnotwarm";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*emeric2309";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*quentin_despys";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"*commentDate_2-4-2026";6,464;-0,026;-0,202;-0,562;-0,033;-1,467
"-*sfrederic1973";3,079;-0,039;-0,304;-0,844;-0,05;-0,099
"-*d_d_z_1860";0;0;0;0;0;0
"-*notorious_reenactement_";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*martin2penfen";-0,309;-0,013;-0,101;3,556;-0,017;-0,733
"-*osteo_danse";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*eau_des_zestes_poire";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*rodan_asr";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*billybobgerardy";-0,309;-0,013;-0,101;3,556;-0,017;-0,733
"-*thorvic91";3,079;-0,039;2,096;-0,844;-0,05;-2,2
"-*tomagdt";-0,309;76,631;-0,101;-0,281;-0,017;-0,733
"-*amaurizz";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*louriemyriam";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"*commentDate_10-4-2026";0,771;-0,026;-0,202;-0,562;-0,033;0,048
"-*tibtibru";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"*commentDate_8-4-2026";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*gregoire_colombier_campocasso";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*clementlpt_lp";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"*commentDate_13-2-2026";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*aliocha_reinert";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*noah_verbaenen7318";0;0;0;0;0;0
"-*and_res17_";-0,309;-0,013;-0,101;-0,281;60,131;-0,733
"-*ericduparchy";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*hugo_rchrd_";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*jusdvideo";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*paul_paris_lr";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*rixc_08";-4,951;-0,209;-1,619;-2,302;-0,266;17,35
"-*mahika_bongio780";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*enzob_oyer";0;0;0;0;0;0
"*commentDate_23-12-2025";2,161;-0,117;-0,911;-0,617;-0,15;0,017
"-*tk_sng";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*______________sp213";-0,309;76,631;-0,101;-0,281;-0,017;-0,733
"-*noah_mrlc";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*leveilleur99";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*shell_5554";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*jeanskellington";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*skerelex";-0,309;-0,013;-0,101;3,556;-0,017;-0,733
"-*ludo_guerisseur";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*lgcalx";-0,309;-0,013;-0,101;3,556;-0,017;-0,733
"-*4546_abdou";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*nrj_nat";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*dalmard599";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*marinpierre585";-0,619;-0,026;-0,202;-0,562;-0,033;2,727
"-*au__zeau___beber";-0,309;-0,013;-0,101;-0,281;60,131;-0,733
"-*bouboule_tea";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*alexkarbojewelry";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*diegrog437";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*pierrecondemine";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*raphaevanges";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*bennipluss13";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*ilir_wrp";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*aieeaye";-0,309;76,631;-0,101;-0,281;-0,017;-0,733
"-*parone";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*alphy_disk_jokkey_";-0,309;-0,013;9,884;-0,281;-0,017;-0,733
"-*cedricmacrae";-0,309;-0,013;-0,101;3,556;-0,017;-0,733
"-*colette_reyntjens";-0,309;-0,013;-0,101;3,556;-0,017;-0,733
"-*beranger___";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*sacha_cst";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*kaiserdoener93";-0,309;-0,013;-0,101;3,556;-0,017;-0,733
"-*autobahn213";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*alexandre445702";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*dsilvaa_daniel";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*lecarrevevey";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*valentina_diliscia";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*sofyene_jdb";-0,549;-0,104;15,972;-2,25;5,869;-0,982
"*a_0966";-0,619;-0,026;-0,202;7,112;-0,033;-1,467
"*postLikes_513";-0,619;-0,026;-0,202;7,112;-0,033;-1,467
"*postDate_11-11-2025";-102,127;-1,986;-0,14;84,847;-8,28;5,068
"-*jeanpaulruey";-0,309;-0,013;-0,101;3,556;-0,017;-0,733
"*a_0967";-10,713;-1,006;3,78;0,001;-1,282;4,728
"*postReposts_45";-19,64;-1,503;0,618;21,902;-1,915;0,004
"*postDate_13-11-2025";-62,955;-0,117;3,101;-23,349;-2,693;106,928
"-*jeremy_gex";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*kaizersoze_gva";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*clement_bnr";-0,309;-0,013;-0,101;3,556;-0,017;-0,733
"-*kmgt07";-0,309;-0,013;-0,101;3,556;-0,017;-0,733
"-*ironrv83";-0,928;-0,039;-0,304;0,227;-0,05;0,729
"-*le_dave6834";-1,238;-0,052;-0,405;1,837;-0,067;0,097
"-*okaformidable";0,157;-0,039;-0,304;3,502;-0,05;-2,2
"*commentLikes_177";-0,619;-0,026;-0,202;-0,562;-0,033;2,727
"-*zoppialex";-0,928;-0,039;-0,304;0,227;-0,05;0,729
"-*ersin_cogur20";-0,309;-0,013;-0,101;3,556;-0,017;-0,733
"-*alher_65";-0,619;-0,026;-0,202;-0,562;-0,033;2,727
"-*_nostenfer_";-0,309;-0,013;9,884;-0,281;-0,017;-0,733
"-*mersco_3";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*pat_cha7";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*budrypascal";-0,309;-0,013;-0,101;3,556;-0,017;-0,733
"-*rochat69";-0,309;-0,013;9,884;-0,281;-0,017;-0,733
"-*fabienheiniger";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*thomasincortaillod";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*arnaudbon20";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*whoslostagainn";-0,928;-0,039;2,096;-0,844;-0,05;0,729
"-*boisgardpatrice";-0,309;-0,013;9,884;-0,281;-0,017;-0,733
"-*bsm__d";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*lucnardin";-0,309;-0,013;-0,101;3,556;-0,017;-0,733
"-*bfred81";-0,619;-0,026;-0,202;-0,562;-0,033;2,727
"-*sebastien_fardel";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*jeanmichelschwechlen";-0,309;-0,013;-0,101;3,556;-0,017;-0,733
"-*jesselejames";-0,309;-0,013;9,884;-0,281;-0,017;-0,733
"-*jipi211078";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*aurelpik";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*blondel_sylvie";-4,023;-0,17;7,258;2,069;-0,216;-0,709
"-*sasko_manov_7";-0,309;-0,013;9,884;-0,281;-0,017;-0,733
"-*ph_ilippe6376";-0,309;-0,013;-0,101;3,556;-0,017;-0,733
"-*mcfrigo";-0,309;-0,013;-0,101;3,556;-0,017;-0,733
"-*el_monitor_25";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*deyvsx";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"*a_0968";-0,181;-0,144;-1,113;-1,062;-0,183;4,17
"*postDate_14-11-2025";-104,093;-7,012;-8,922;65,579;-7,658;25,498
"-*jss_zr";-0,619;-0,026;-0,202;0,919;-0,033;0,048
"-*julesviera_art";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*oav_louis";-0,619;-0,026;-0,202;-0,562;29,074;0,048
"-*mel__heini";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"*a_0969";-5,397;-0,967;-5,452;1,114;-1,232;8,926
"*postReposts_24";-5,341;1,026;-17,913;-7,596;-3,336;49,118
"*postDate_16-11-2025";0,407;-2,879;-20,167;0,868;-0,724;3,619
"-*matsey630";-0,928;-0,039;-0,304;-0,844;-0,05;4,091
"-*lohy_sor";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*unlionaskip";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*golem2france";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*barrcodez";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*_tstfr_";0,771;-0,026;-0,202;-0,562;-0,033;0,048
"-*fredo202525";-0,309;-0,013;-0,101;3,556;-0,017;-0,733
"-*dottoralessandro";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*jeanbaptistefvogt";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*colinphotostudio";-2,475;-0,104;0,105;3,674;-0,133;-0,076
"-*freddaout";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*vins_ruf";-0,619;-0,026;-0,202;-0,562;-0,033;2,727
"-*gerald_simon_7587";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*boletairecosmic";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*kenzo__75";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*moi_ascari";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*alexsaman_tattoo";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*svenfckrs";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"*a_0970";0,047;-1,006;-2,587;-9,018;-1,282;14,363
"*postReposts_127";-36,581;-5,682;-23,059;-35,318;-3,729;196,754
"*postDate_17-11-2025";-41,022;-5,616;-29,419;200,956;-0,585;-6,055
"*commentLikes_1,770";0;0;0;0;0;0
"-*emmaciliegia";-0,619;-0,026;-0,202;-0,562;-0,033;2,727
"-*missplume";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"*commentLikes_591";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*memoiresdecampagnes";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*mademoiselle_schorr";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*braveesperluette";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*saintquintilis";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"*commentLikes_164";-0,161;-0,078;4,193;0,454;-0,1;-1,616
"-*siham_bouzerda";-0,309;-0,013;-0,101;3,556;-0,017;-0,733
"*commentLikes_830";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*mart_creation_pour_vous";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*comeonmarina";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*marcelopfialho";-0,619;-0,026;-0,202;-0,562;-0,033;2,727
"-*sonia21roses";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*defez6313";-0,928;-0,039;-0,304;-0,844;-0,05;4,091
"-*sylemma69";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"*commentLikes_638";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*rahal_luna";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*emmanuelle_1828";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*emma_prettylittlepsycho";0;0;0;0;0;0
"-*azen5136";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*stone_messerli";0,771;-0,026;-0,202;-0,562;-0,033;0,048
"-*_edson_yaffa_";-0,619;-0,026;-0,202;0,919;-0,033;0,048
"-*ynf___prtn";-0,98;-0,339;-0,889;0,375;-0,433;1,418
"-*tom_tom_et_nana_cohen";0,771;-0,026;-0,202;0,919;-0,033;-1,467
"-*chloe_8_lby";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*gloria_ng94";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*jonathan__bk";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*mirz_en";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*sasprodtv";-0,619;-0,026;-0,202;-0,562;-0,033;2,727
"-*love_today1812";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*__abira____";0;0;0;0;0;0
"-*ovecoop34";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*normalolala";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*monaneesys";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"*a_0971";-5,571;33,486;-1,822;0,357;-0,299;1,294
"*postReposts_15";-25,083;0,025;0,09;52,467;2,613;-5,709
"*postDate_19-11-2025";-206,752;-8,439;-78,407;997,362;-12,458;-53,996
"-*lily_ladate";0;0;0;0;0;0
"-*brayanrossel";-0,928;-0,039;-0,304;3,502;-0,05;-0,099
"*a_0972";-3,404;-0,144;17,343;3,548;-0,183;-4,973
"*postReposts_12";-89,734;2,646;0,418;140,941;-4,718;-3,971
"-*alexandrebaudraz";-1,429;-0,3;1,856;0,23;-0,383;0,013
"-*la_philo_pour_tous";-1,547;-0,065;15,473;0,951;-0,083;-3,667
"-*appellemoimosa";-0,309;-0,013;9,884;-0,281;-0,017;-0,733
"*a_0973";-1,163;-0,352;-0,103;-0,186;-0,449;3,179
"-*cumhursirimsi";-0,036;-0,065;-0,506;-1,406;-0,083;2,91
"-*romain_g";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*flamur_ukshini";-0,309;-0,013;-0,101;3,556;-0,017;-0,733
"-*evangelocacdac";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*julsy82";-0,928;-0,039;-0,304;3,502;-0,05;-0,099
"-*forestiet";0,771;-0,026;-0,202;-0,562;-0,033;0,048
"-*j_stu_20";-0,619;-0,026;-0,202;0,919;-0,033;0,048
"-*rvcmoi";-0,309;-0,013;9,884;-0,281;-0,017;-0,733
"-*alexandref1975";-0,619;-0,026;-0,202;-0,562;-0,033;2,727
"-*fred_moret";-0,309;-0,013;-0,101;3,556;-0,017;-0,733
"*commentDate_11-3-2026";0,771;-0,026;-0,202;-0,562;-0,033;0,048
"-*jackyamar";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*k_toyzic";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*chrisss717";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"*a_0974";13,793;-0,3;-2,328;-6,47;-0,383;0,013
"*postDate_21-11-2025";-22,31;-8,846;-10,14;0,055;-9,315;51,694
"-*lu_th_or";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*masson2027";3,079;-0,039;-0,304;-0,844;-0,05;-0,099
"-*houria_yerachmayel";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*marxswish";0,313;-0,078;-0,607;0,454;-0,1;-0,198
"-*luiscartoonist";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*zazachaps_udr";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*viv_serjy";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*66biscuit";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*jujubaysha";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*dominique_nsc";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*daisypatica";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"*commentDate_22-4-2026";-0,619;-0,026;-0,202;-0,562;-0,033;2,727
"*a_0975";2,428;-1,15;-8,913;0,901;0,222;-0,071
"*postLikes_15400";2,428;-1,15;-8,913;0,901;0,222;-0,071
"*postComments_144";-2,418;-4,746;-36,795;247,247;-2,653;-54,383
"*postReposts_209";2,428;-1,15;-8,913;0,901;0,222;-0,071
"*postDate_23-11-2025";-135,24;27,791;8,517;20,541;-2,611;13,747
"-*nidouabr";3,079;-0,039;-0,304;-0,844;-0,05;-0,099
"-*hamid_s_205";-0,309;-0,013;-0,101;3,556;-0,017;-0,733
"-*nanasse212_";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*ratg13";-0,309;-0,013;-0,101;3,556;-0,017;-0,733
